delta_c1,delta_c2,delta_c3,delta_c4,delta_c5,delta_c6,delta_c7,delta_c8,theta_c1,theta_c2,theta_c3,theta_c4,theta_c5,theta_c6,theta_c7,theta_c8,lowalpha_c1,lowalpha_c2,lowalpha_c3,lowalpha_c4,lowalpha_c5,lowalpha_c6,lowalpha_c7,lowalpha_c8,highalpha_c1,highalpha_c2,highalpha_c3,highalpha_c4,highalpha_c5,highalpha_c6,highalpha_c7,highalpha_c8,lowbeta_c1,lowbeta_c2,lowbeta_c3,lowbeta_c4,lowbeta_c5,lowbeta_c6,lowbeta_c7,lowbeta_c8,highbeta_c1,highbeta_c2,highbeta_c3,highbeta_c4,highbeta_c5,highbeta_c6,highbeta_c7,highbeta_c8,lowgamma_c1,lowgamma_c2,lowgamma_c3,lowgamma_c4,lowgamma_c5,lowgamma_c6,lowgamma_c7,lowgamma_c8,midgamma_c1,midgamma_c2,midgamma_c3,midgamma_c4,midgamma_c5,midgamma_c6,midgamma_c7,midgamma_c8,state,answer
-467657.4418,450910.5582,-293132.4418,-427965.4418,-225810.4418,-483827.4418,-474524.4418,165632.5582,-89665.088,-15232.088,-86408.088,-107280.088,-104483.088,-102740.088,-88514.088,-94618.088,-24121.15777,-4157.15777,5894.84223,-24058.15777,-24616.15777,-24742.15777,-18978.15777,-19348.15777,-16942.03201,-9224.03201,-15627.03201,-18501.03201,-9392.03201,-15046.03201,-10644.03201,-19919.03201,-12022.60134,-1817.60134,-7676.60134,-14051.60134,-1665.60134,-6827.60134,-6494.60134,-1333.60134,-14434.72334,-6801.72334,-12892.72334,-16094.72334,-8294.72334,-12690.72334,-11194.72334,-9398.72334,-10867.10835,-7741.10835,-6334.10835,-11829.10835,-7798.10835,-9168.10835,-7556.10835,-6032.10835,-7124.126424,-5871.126424,-6101.126424,-7503.126424,-6150.126424,-5314.126424,-5299.126424,-6969.126424,easy,yes
-452807.4418,-458016.4418,-369462.4418,-381297.4418,-404840.4418,-482861.4418,-483726.4418,-478876.4418,-105537.088,-96278.088,-77332.088,-82170.088,-102691.088,-91347.088,-107452.088,-102058.088,-24142.15777,-25314.15777,-15952.15777,5765.84223,-23230.15777,-13729.15777,-19781.15777,-24978.15777,-15258.03201,-17432.03201,-10745.03201,-1774.03201,-17653.03201,-14545.03201,-12719.03201,-11602.03201,-12548.60134,-14426.60134,-12037.60134,-7946.60134,-13736.60134,-11607.60134,-6141.60134,-10779.60134,-13978.72334,-13880.72334,-13686.72334,-5245.72334,-13537.72334,-4622.72334,-9401.72334,-9186.72334,-12028.10835,-12100.10835,-10241.10835,-9576.10835,-11240.10835,-8666.10835,-7560.10835,-3202.10835,-7691.126424,-7202.126424,-7190.126424,-2968.126424,-7389.126424,-6809.126424,-4993.126424,-3571.126424,difficult,no
-478268.4418,-143030.4418,-461709.4418,-452963.4418,-470457.4418,-449909.4418,-482964.4418,-430000.4418,-107693.088,-16705.088,-34020.088,-93971.088,-100966.088,-79005.088,-97944.088,-98408.088,-21067.15777,-24350.15777,-18990.15777,-19812.15777,-22769.15777,9711.84223,-20748.15777,-20168.15777,-19410.03201,-17865.03201,-13055.03201,-19707.03201,-16540.03201,22.96799,-18604.03201,-17210.03201,-13515.60134,-11367.60134,-9612.60134,-9203.60134,-4874.60134,-9727.60134,-9606.60134,-14638.60134,-15454.72334,-15049.72334,3950.27666,-14976.72334,18643.27666,4953.27666,-10359.72334,-15267.72334,-11825.10835,-11376.10835,-8732.10835,-10987.10835,-8941.10835,-2608.10835,-8641.10835,-11957.10835,-7534.126424,-7216.126424,-3768.126424,-7002.126424,-2776.126424,-5628.126424,-6877.126424,-7429.126424,easy,yes
-471071.4418,-338087.4418,-244365.4418,-378567.4418,-437356.4418,-484233.4418,-472315.4418,-448548.4418,-64941.088,-13257.088,-100539.088,-84750.088,-94338.088,-100987.088,-98261.088,-98015.088,-25644.15777,-16184.15777,-19710.15777,-25355.15777,-21153.15777,-23394.15777,-11366.15777,-10314.15777,-8440.03201,-17779.03201,-19445.03201,-17723.03201,-13815.03201,-18408.03201,-17224.03201,9694.96799,-4745.60134,-13482.60134,-13779.60134,-13832.60134,-5243.60134,-10916.60134,-11367.60134,2818.39866,-8861.72334,-12690.72334,-14700.72334,-13955.72334,-13609.72334,-8855.72334,-9226.72334,-7540.72334,-4111.10835,-10370.10835,-10676.10835,-12041.10835,-8616.10835,-9440.10835,-11225.10835,-8680.10835,-5856.126424,-6490.126424,-7396.126424,-6818.126424,-6569.126424,-5421.126424,-5006.126424,-6628.126424,difficult,no
-201370.4418,333776.5582,-26610.4418,590764.5582,674357.5582,387423.5582,1291075.558,1918373.558,-82971.088,73475.912,36831.912,86253.912,24373.912,-16641.088,-54355.088,180758.912,-23778.15777,-16548.15777,30562.84223,15970.84223,17706.84223,43330.84223,98912.84223,43702.84223,-15536.03201,-16674.03201,26193.96799,1090.96799,13878.96799,-3011.03201,-12318.03201,85170.96799,-12415.60134,-10391.60134,88341.39866,15857.39866,19764.39866,-11167.60134,-1909.60134,15447.39866,-13913.72334,-9657.72334,33639.27666,2402.27666,-3570.72334,-8878.72334,-7074.72334,11082.27666,-11634.10835,-7308.10835,8624.89165,-5482.10835,-10404.10835,-10838.10835,-6587.10835,-7434.10835,-7259.126424,-6442.126424,2805.873576,2590.873576,-5902.126424,-6475.126424,747.873576,-2894.126424,easy,yes
-439433.4418,-325660.4418,-447247.4418,-186767.4418,-246068.4418,-370007.4418,329402.5582,-291563.4418,-94566.088,85251.912,-62459.088,140450.912,-72329.088,-99545.088,-73113.088,-60399.088,-11034.15777,-5451.15777,-25822.15777,-6025.15777,-22098.15777,-22436.15777,-10728.15777,-12223.15777,-18812.03201,-3609.03201,-18508.03201,17021.96799,-16015.03201,-15702.03201,-12210.03201,-15399.03201,-8301.60134,-6821.60134,-13506.60134,-3981.60134,-7742.60134,-14069.60134,-2187.60134,-11404.60134,-9785.72334,-14957.72334,-11860.72334,-5521.72334,-14307.72334,-15437.72334,-13945.72334,-14232.72334,-11480.10835,-10221.10835,-10553.10835,-7084.10835,-11032.10835,-11506.10835,-10148.10835,-11605.10835,-7029.126424,-6883.126424,-6949.126424,-4262.126424,-6997.126424,-7461.126424,-6807.126424,-6435.126424,easy,yes
-443328.4418,-11022.4418,275055.5582,-345099.4418,1335244.558,-438514.4418,-312525.4418,-469932.4418,-64327.088,-48591.088,236271.912,-72796.088,-24706.088,-90748.088,182749.912,-40751.088,-8359.15777,3318.84223,45717.84223,-24271.15777,8005.84223,-23326.15777,-17416.15777,39170.84223,-7773.03201,-9843.03201,42543.96799,-19224.03201,36868.96799,-2636.03201,-4934.03201,1649.96799,-7254.60134,-7763.60134,12301.39866,-11517.60134,15618.39866,-7315.60134,39203.39866,-5214.60134,-14153.72334,-13664.72334,-3835.72334,-16086.72334,3059.27666,-12218.72334,-9479.72334,-7471.72334,-10196.10835,-9387.10835,-4983.10835,-12173.10835,-6471.10835,-9694.10835,-6197.10835,-8179.10835,-6944.126424,-7026.126424,465.873576,-7763.126424,-5701.126424,-5056.126424,-1938.126424,-4674.126424,difficult,no
-335531.4418,-424173.4418,705712.5582,308574.5582,108630.5582,-470591.4418,-67160.4418,1032596.558,-92530.088,-11920.088,112652.912,67170.912,-48337.088,-109697.088,98268.912,-18244.088,-12872.15777,9659.84223,34771.84223,-17769.15777,-17843.15777,-26628.15777,-2970.15777,3471.84223,-17585.03201,-8131.03201,28933.96799,-5009.03201,-18963.03201,-20663.03201,-5064.03201,-11137.03201,-365.60134,141.39866,-8900.60134,48125.39866,-9375.60134,-14941.60134,-5713.60134,-3463.60134,-9073.72334,-1862.72334,3467.27666,21768.27666,-15018.72334,-17080.72334,-2961.72334,-8238.72334,-6822.10835,-6231.10835,-6068.10835,-1163.10835,-11840.10835,-12483.10835,-10484.10835,-6815.10835,-5322.126424,-2468.126424,-5424.126424,-6204.126424,-7534.126424,-7837.126424,-3415.126424,-5934.126424,difficult,yes
-467720.4418,-383544.4418,1108053.558,788558.5582,807840.5582,34471.5582,383089.5582,-250648.4418,-79859.088,-53159.088,-7903.088,-20490.088,-10919.088,-110095.088,134399.912,67040.912,-11598.15777,-3487.15777,17182.84223,21839.84223,146.84223,-26489.15777,-25181.15777,-4514.15777,-18560.03201,-5307.03201,19583.96799,6914.96799,-9440.03201,-17889.03201,-17992.03201,-3754.03201,-13351.60134,-13649.60134,21083.39866,2137.39866,1124.39866,-14924.60134,27995.39866,4142.39866,-15474.72334,-15400.72334,2570.27666,-1710.72334,-5037.72334,-16898.72334,25582.27666,1851.27666,-11809.10835,-11810.10835,-6865.10835,-7758.10835,-7834.10835,-12461.10835,-10100.10835,-10491.10835,-6942.126424,-7233.126424,-6053.126424,-7328.126424,-7091.126424,-7814.126424,-7099.126424,-5955.126424,easy,yes
-471578.4418,-340163.4418,-291704.4418,-399241.4418,-407064.4418,267120.5582,-383389.4418,-447842.4418,-103016.088,-21520.088,97275.912,-69906.088,-67210.088,-95006.088,-57263.088,-92552.088,-21023.15777,-14460.15777,35875.84223,-20769.15777,-21932.15777,-16846.15777,-12419.15777,-21604.15777,-16640.03201,-5252.03201,30049.96799,-18834.03201,-18060.03201,-17870.03201,-6760.03201,-17588.03201,-7961.60134,1171.39866,9645.39866,-13285.60134,-11873.60134,-12940.60134,-7365.60134,-12284.60134,-10663.72334,-10177.72334,-5061.72334,-14834.72334,-14176.72334,-15807.72334,-13394.72334,-16444.72334,-9817.10835,-8345.10835,-7798.10835,-12014.10835,-11740.10835,-11959.10835,-11611.10835,-11818.10835,-6942.126424,-3598.126424,-6802.126424,-7392.126424,-7069.126424,-7497.126424,-5744.126424,-7671.126424,easy,yes
182553.5582,739070.5582,-436050.4418,-105231.4418,376817.5582,-215123.4418,519055.5582,-443201.4418,381282.912,46773.912,-67376.088,-31793.088,-38252.088,-49292.088,128109.912,-46703.088,27082.84223,363.84223,-20113.15777,-15188.15777,-23094.15777,-14304.15777,-1749.15777,-20323.15777,8971.96799,-9696.03201,-11457.03201,-11901.03201,-17829.03201,-8444.03201,-13977.03201,-19037.03201,25175.39866,-6032.60134,-7772.60134,-9785.60134,-2489.60134,-9440.60134,-7155.60134,-12830.60134,28441.27666,-6264.72334,-12721.72334,-14755.72334,-7468.72334,-13793.72334,-8905.72334,-14456.72334,3144.89165,-6616.10835,-9607.10835,-11400.10835,-8526.10835,-8842.10835,-8514.10835,-9688.10835,-31.126424,-5206.126424,-7283.126424,-7522.126424,-4757.126424,-6509.126424,-6190.126424,-7203.126424,easy,yes
-285749.4418,-311233.4418,-359398.4418,1188252.558,-416291.4418,-433884.4418,197443.5582,-419907.4418,-79655.088,-37368.088,-78424.088,65724.912,-70985.088,-83694.088,-14194.088,-87525.088,-19650.15777,-19572.15777,-14396.15777,49730.84223,-22720.15777,-9395.15777,2814.84223,-20545.15777,-17168.03201,-12785.03201,-5357.03201,-17987.03201,-15899.03201,-16655.03201,-16277.03201,-17796.03201,-13286.60134,-10766.60134,-12193.60134,2681.39866,-13422.60134,-3793.60134,-4230.60134,-14152.60134,-15773.72334,-14890.72334,-13332.72334,-320.72334,-16503.72334,-5599.72334,-9508.72334,-16116.72334,-11196.10835,-10597.10835,-9243.10835,-7956.10835,-11668.10835,-8821.10835,-8353.10835,-12107.10835,-7294.126424,-6392.126424,-7378.126424,-3863.126424,-7346.126424,-6082.126424,-6141.126424,-7306.126424,difficult,no
-422729.4418,59283.5582,1050877.558,1459930.558,-3562.4418,-2425.4418,978026.5582,-85254.4418,-99735.088,291663.912,220420.912,468916.912,135034.912,-83557.088,137360.912,-79312.088,-24590.15777,15423.84223,137096.8422,3726.84223,-9554.15777,-19633.15777,-6165.15777,-22094.15777,-19816.03201,8019.96799,-3785.03201,-1567.03201,22787.96799,-18227.03201,2306.96799,-13236.03201,-13556.60134,6516.39866,-6908.60134,-8916.60134,27213.39866,-12670.60134,-9792.60134,-7718.60134,-15705.72334,-2195.72334,1959.27666,15487.27666,847.27666,-12506.72334,-1166.72334,-4815.72334,-12206.10835,-6824.10835,-3174.10835,-2575.10835,4983.89165,-9488.10835,-6347.10835,-6136.10835,-7689.126424,-5548.126424,1346.873576,5998.873576,-2055.126424,-6460.126424,-2219.126424,-6872.126424,easy,yes
-398462.4418,179100.5582,290516.5582,255501.5582,-300623.4418,-28114.4418,-432663.4418,1469476.558,-99634.088,200026.912,185886.912,-88815.088,-8259.088,497466.912,106300.912,150337.912,-23941.15777,82181.84223,13721.84223,-18709.15777,-4750.15777,24191.84223,36878.84223,-12863.15777,-19590.03201,49792.96799,5671.96799,-1700.03201,-15638.03201,36572.96799,-11433.03201,7157.96799,-14606.60134,-4525.60134,6778.39866,-11693.60134,-11507.60134,2530.39866,-12688.60134,23169.39866,-16242.72334,14413.27666,-2936.72334,-15329.72334,-14589.72334,-3191.72334,-12505.72334,-3368.72334,-12304.10835,-4908.10835,-1473.10835,-9579.10835,-11250.10835,-3949.10835,-9519.10835,-4578.10835,-7554.126424,-1240.126424,-2544.126424,-6420.126424,-7054.126424,6431.873576,-6276.126424,1430.873576,easy,no
-420629.4418,1080356.558,-326491.4418,-440615.4418,-454054.4418,-431257.4418,1330305.558,1427288.558,-65631.088,207678.912,38508.912,-1454.088,-43940.088,-82805.088,420233.912,193606.912,-22983.15777,86855.84223,2625.84223,-10329.15777,13987.84223,-22489.15777,35651.84223,9512.84223,-18147.03201,87624.96799,4603.96799,2755.96799,14739.96799,-17852.03201,15829.96799,-7634.03201,-14099.60134,5363.39866,24215.39866,-3818.60134,7503.39866,-14340.60134,43409.39866,11627.39866,-15740.72334,-2487.72334,12470.27666,-11993.72334,-6759.72334,-16328.72334,5095.27666,10534.27666,-11039.10835,3147.89165,4400.89165,-3322.10835,-7130.10835,-11822.10835,10840.89165,-1550.10835,-7288.126424,3682.873576,-2745.126424,-3403.126424,-1146.126424,-7097.126424,8899.873576,10843.87358,easy,yes
-196467.4418,275807.5582,820443.5582,669947.5582,58883.5582,-432851.4418,350731.5582,-385274.4418,-11861.088,-76195.088,256568.912,76773.912,-97359.088,-93577.088,45887.912,-93320.088,-18379.15777,-20012.15777,4696.84223,10449.84223,-25055.15777,-19791.15777,3723.84223,-22351.15777,-6603.03201,-14113.03201,-11872.03201,26569.96799,-18726.03201,-20336.03201,-10233.03201,-18011.03201,3104.39866,-8728.60134,237.39866,-12044.60134,-14179.60134,-12943.60134,4691.39866,-13335.60134,-6535.72334,4351.27666,-31.72334,-10792.72334,-12230.72334,-15854.72334,1491.27666,-13710.72334,-7291.10835,-9308.10835,-7418.10835,-9559.10835,-11340.10835,-12190.10835,-7243.10835,-10532.10835,-5620.126424,-3629.126424,-3695.126424,-4373.126424,-7107.126424,-7645.126424,-2845.126424,-5444.126424,easy,yes
502994.5582,-317549.4418,-371803.4418,1381549.558,-346602.4418,1052511.558,5514.5582,159601.5582,125753.912,-99782.088,187569.912,-40683.088,87158.912,-12470.088,34452.912,-66427.088,26870.84223,-20667.15777,82630.84223,20673.84223,54787.84223,-16264.15777,-16234.15777,-21463.15777,1991.96799,-15419.03201,-8150.03201,-16591.03201,37747.96799,-8890.03201,-12544.03201,14872.96799,2645.39866,-13777.60134,-6303.60134,-4115.60134,-362.60134,1148.39866,-11068.60134,-10134.60134,7218.27666,-16365.72334,-6858.72334,-11773.72334,8147.27666,-9316.72334,-12370.72334,-14187.72334,1136.89165,-12237.10835,-10645.10835,-11036.10835,-6394.10835,-9735.10835,-10629.10835,-11516.10835,16231.87358,-7386.126424,-7353.126424,-7094.126424,-4833.126424,-4511.126424,-7069.126424,-6438.126424,difficult,no
468808.5582,292445.5582,1303044.558,1198709.558,866542.5582,35497.5582,-116715.4418,-82295.4418,-18250.088,23233.912,399234.912,900939.912,-36429.088,137046.912,-93438.088,-16281.088,3403.84223,-19489.15777,13955.84223,-5252.15777,-5254.15777,-7291.15777,3972.84223,-22795.15777,-8611.03201,-311.03201,35046.96799,37969.96799,-10142.03201,23223.96799,-9549.03201,-9090.03201,-4598.60134,-7513.60134,12461.39866,22876.39866,1225.39866,11130.39866,-10236.60134,-11334.60134,-6817.72334,-13920.72334,5209.27666,37461.27666,-12602.72334,8278.27666,-9899.72334,-12999.72334,-10058.10835,-9249.10835,9434.89165,-3216.10835,-6709.10835,3159.89165,-10494.10835,-6087.10835,-3128.126424,-5122.126424,483.873576,1924.873576,-5724.126424,-1679.126424,-5756.126424,-6219.126424,easy,yes
-138822.4418,-110188.4418,-297490.4418,408699.5582,-39042.4418,-219241.4418,-452509.4418,1419414.558,-55623.088,-76195.088,-58733.088,44902.912,-42775.088,-54267.088,-98880.088,468854.912,-17201.15777,-9541.15777,-17455.15777,-20404.15777,-19564.15777,-12561.15777,-22207.15777,117314.8422,-6449.03201,-16392.03201,-14058.03201,36022.96799,-4032.03201,-7162.03201,-18993.03201,85393.96799,10280.39866,-12037.60134,-6814.60134,1035.39866,-6970.60134,-4966.60134,-13604.60134,37460.39866,-8168.72334,-16365.72334,-14456.72334,3739.27666,-10461.72334,-15091.72334,-16529.72334,24946.27666,-8857.10835,-11462.10835,-11637.10835,-678.10835,-9640.10835,-10336.10835,-12319.10835,2923.89165,-3195.126424,-7178.126424,-5953.126424,-3170.126424,-6361.126424,-6417.126424,-7530.126424,392.873576,easy,no
-182459.4418,-69791.4418,158772.5582,-404239.4418,154513.5582,1812324.558,347025.5582,362227.5582,-18851.088,102848.912,81993.912,-48019.088,-31669.088,662385.912,49837.912,23695.912,-1341.15777,-10203.15777,-16607.15777,-21898.15777,-7910.15777,300932.8422,24244.84223,-13787.15777,-16398.03201,-1316.03201,-19737.03201,-17548.03201,-16202.03201,15796.96799,-5642.03201,17446.96799,-7228.60134,9000.39866,-10730.60134,-12413.60134,-10586.60134,12730.39866,-9191.60134,2297.39866,-10454.72334,3425.27666,-8343.72334,-16036.72334,-13985.72334,-2872.72334,-11701.72334,-13267.72334,-11082.10835,-9740.10835,-8595.10835,-11305.10835,-8396.10835,14888.89165,-6743.10835,-6390.10835,-5244.126424,-2468.126424,-5648.126424,-7471.126424,-5440.126424,3883.873576,-5263.126424,-4147.126424,easy,yes
-115124.4418,731864.5582,18529.5582,115499.5582,2529455.558,289167.5582,-119288.4418,-47275.4418,-69228.088,-91469.088,-34583.088,-35482.088,99375.912,28234.912,92597.912,-68700.088,-12493.15777,-11591.15777,-24070.15777,11243.84223,149123.8422,-23361.15777,64985.84223,13588.84223,-7812.03201,-18016.03201,-14500.03201,-3060.03201,40767.96799,-17783.03201,-4375.03201,3146.96799,-12640.60134,-10798.60134,-12843.60134,-9356.60134,28069.39866,-10275.60134,7860.39866,-9564.60134,-11418.72334,-15232.72334,-14818.72334,-13879.72334,6824.27666,-15689.72334,4694.27666,-9464.72334,-10696.10835,-9814.10835,-10940.10835,-9089.10835,-4915.10835,-11250.10835,-6761.10835,-6430.10835,-7359.126424,-5488.126424,-6270.126424,-6464.126424,-1079.126424,-7236.126424,115.873576,-6008.126424,difficult,no
-485310.4418,-424446.4418,465042.5582,-388143.4418,-178849.4418,-205742.4418,-229829.4418,-261710.4418,-107031.088,-85094.088,-46106.088,-69086.088,-81317.088,-57394.088,-65147.088,-79800.088,-20119.15777,-21339.15777,-14895.15777,-19923.15777,-13395.15777,-9577.15777,-22429.15777,-22500.15777,-9115.03201,-17957.03201,-13726.03201,-18883.03201,-18308.03201,-16571.03201,-16725.03201,-18867.03201,-6524.60134,-12883.60134,-10164.60134,-13419.60134,-9848.60134,-12143.60134,-12784.60134,-12519.60134,5210.27666,-16144.72334,-13071.72334,-12625.72334,-14229.72334,-12844.72334,-9312.72334,-14305.72334,-8200.10835,-12154.10835,-10447.10835,-11742.10835,-9537.10835,-11089.10835,-10581.10835,-10053.10835,-3249.126424,-7465.126424,-6456.126424,-6064.126424,-7117.126424,-6044.126424,-7476.126424,-6535.126424,difficult,yes
-339963.4418,-355321.4418,-429521.4418,-389676.4418,-281593.4418,-429795.4418,199664.5582,-180399.4418,19872.912,-90292.088,-100416.088,-92537.088,-82264.088,-104382.088,67088.912,-95174.088,-3843.15777,-25970.15777,-21306.15777,-21292.15777,-24119.15777,-24622.15777,18845.84223,-20202.15777,-14655.03201,-15966.03201,-18151.03201,-20310.03201,-13378.03201,-18112.03201,20506.96799,-14827.03201,-8704.60134,-13173.60134,-14036.60134,-13959.60134,-9004.60134,-13816.60134,17684.39866,-9477.60134,-8986.72334,-15455.72334,-16426.72334,-16082.72334,-12766.72334,-15088.72334,-3526.72334,3186.27666,-9190.10835,-11549.10835,-10474.10835,-12186.10835,-8543.10835,-11983.10835,-1859.10835,1930.89165,-6245.126424,-6698.126424,-7425.126424,-7584.126424,-4851.126424,-7603.126424,-3144.126424,980.873576,easy,yes
520975.5582,-287267.4418,344148.5582,-428602.4418,-416249.4418,466599.5582,-460592.4418,-381862.4418,262034.912,-88786.088,24603.912,-102126.088,-99760.088,53705.912,-77456.088,-101811.088,3297.84223,-22925.15777,36081.84223,-23896.15777,-16520.15777,3573.84223,-19165.15777,-24776.15777,-9025.03201,-14322.03201,-14780.03201,-17747.03201,-19093.03201,2545.96799,-9090.03201,-18342.03201,1881.39866,-13013.60134,-3708.60134,-12616.60134,-11748.60134,-1342.60134,-9668.60134,-12682.60134,12247.27666,-14129.72334,-13057.72334,-14463.72334,-14310.72334,20376.27666,-6597.72334,-12211.72334,36046.89165,-3759.10835,-2462.10835,-8065.10835,169.89165,25791.89165,-1284.10835,-10161.10835,-5178.126424,-6752.126424,-4246.126424,-6931.126424,-5550.126424,-860.126424,870.873576,-5031.126424,difficult,no
-469871.4418,894941.5582,-185281.4418,-418400.4418,-444188.4418,-313195.4418,-402990.4418,-447348.4418,-81493.088,-54706.088,-93734.088,-96798.088,-96752.088,-101056.088,-104614.088,-93415.088,-21913.15777,-10164.15777,-14324.15777,-17515.15777,-22381.15777,-24291.15777,-21751.15777,-22621.15777,-15106.03201,7940.96799,-13975.03201,-16290.03201,-17402.03201,-3617.03201,-18625.03201,-18307.03201,-12849.60134,-1273.60134,-13088.60134,-11568.60134,-12277.60134,-6838.60134,-7014.60134,-7877.60134,-13260.72334,-3325.72334,-13227.72334,-6960.72334,-14007.72334,585.27666,-10664.72334,-9111.72334,-10221.10835,-3975.10835,-9447.10835,-8379.10835,-10725.10835,-2770.10835,-11250.10835,-8855.10835,-5870.126424,1009.873576,-5151.126424,-6844.126424,-6378.126424,1968.873576,-6154.126424,-6479.126424,difficult,yes
-457085.4418,-447432.4418,-449347.4418,-484534.4418,-216147.4418,-7027.4418,-367743.4418,-470641.4418,-93730.088,-100202.088,-80982.088,-106069.088,-98844.088,-29682.088,-97100.088,-66777.088,-9041.15777,-19272.15777,-17508.15777,-24942.15777,-26361.15777,5924.84223,-25548.15777,-10277.15777,-3534.03201,-17342.03201,-19330.03201,-17017.03201,-14577.03201,12927.96799,-15212.03201,-14838.03201,3504.39866,-9439.60134,-12168.60134,-13770.60134,-8365.60134,37620.39866,-14309.60134,-6437.60134,15852.27666,-13240.72334,-8360.72334,-11125.72334,-14176.72334,6244.27666,-6539.72334,27917.27666,-5693.10835,-9060.10835,-6318.10835,-10302.10835,-9844.10835,4633.89165,-6215.10835,-644.10835,-4137.126424,-6869.126424,-6165.126424,-5184.126424,-5566.126424,4709.873576,-4590.126424,-3574.126424,easy,yes
